"","Year","Quarter","town","flat_type","median_rent"
"6763","2016","Q1","BEDOK","4-RM",2300
"6764","2016","Q1","BEDOK","5-RM",2500
"6765","2016","Q1","BEDOK","EXEC",2800
"6766","2016","Q1","BISHAN","1-RM",NA
"6767","2016","Q1","BISHAN","2-RM",NA
"6768","2016","Q1","BISHAN","3-RM",2000
"6769","2016","Q1","BISHAN","4-RM",2450
"6770","2016","Q1","BISHAN","5-RM",2700
"6771","2016","Q1","BISHAN","EXEC",NA
"6772","2016","Q1","BUKIT BATOK","1-RM",NA
"6773","2016","Q1","BUKIT BATOK","2-RM",NA
"6774","2016","Q1","BUKIT BATOK","3-RM",1800
"6775","2016","Q1","BUKIT BATOK","4-RM",2200
"6776","2016","Q1","BUKIT BATOK","5-RM",2300
"6777","2016","Q1","BUKIT BATOK","EXEC",2600
"6778","2016","Q1","BUKIT MERAH","1-RM",NA
"6779","2016","Q1","BUKIT MERAH","2-RM",1600
"6780","2016","Q1","BUKIT MERAH","3-RM",2100
"6781","2016","Q1","BUKIT MERAH","4-RM",2750
"6782","2016","Q1","BUKIT MERAH","5-RM",3000
"6783","2016","Q1","BUKIT MERAH","EXEC",NA
"6784","2016","Q1","BUKIT PANJANG","1-RM",NA
"6785","2016","Q1","BUKIT PANJANG","2-RM",NA
"6786","2016","Q1","BUKIT PANJANG","3-RM",1600
"6787","2016","Q1","BUKIT PANJANG","4-RM",1900
"6788","2016","Q1","BUKIT PANJANG","5-RM",1950
"6789","2016","Q1","BUKIT PANJANG","EXEC",2100
"6790","2016","Q1","BUKIT TIMAH","1-RM",NA
"6791","2016","Q1","BUKIT TIMAH","2-RM",NA
"6792","2016","Q1","BUKIT TIMAH","3-RM",NA
"6793","2016","Q1","BUKIT TIMAH","4-RM",NA
"6794","2016","Q1","BUKIT TIMAH","5-RM",NA
"6795","2016","Q1","BUKIT TIMAH","EXEC",NA
"6796","2016","Q1","CENTRAL","1-RM",NA
"6797","2016","Q1","CENTRAL","2-RM",NA
"6798","2016","Q1","CENTRAL","3-RM",2300
"6799","2016","Q1","CENTRAL","4-RM",3000
"6800","2016","Q1","CENTRAL","5-RM",NA
"6801","2016","Q1","CENTRAL","EXEC",NA
"6802","2016","Q1","CHOA CHU KANG","1-RM",NA
"6803","2016","Q1","CHOA CHU KANG","2-RM",NA
"6804","2016","Q1","CHOA CHU KANG","3-RM",NA
"6805","2016","Q1","CHOA CHU KANG","4-RM",2000
"6806","2016","Q1","CHOA CHU KANG","5-RM",2100
"6807","2016","Q1","CHOA CHU KANG","EXEC",2230
"6808","2016","Q1","CLEMENTI","1-RM",NA
"6809","2016","Q1","CLEMENTI","2-RM",NA
"6810","2016","Q1","CLEMENTI","3-RM",2000
"6811","2016","Q1","CLEMENTI","4-RM",2600
"6812","2016","Q1","CLEMENTI","5-RM",2830
"6813","2016","Q1","CLEMENTI","EXEC",NA
"6814","2016","Q1","GEYLANG","1-RM",NA
"6815","2016","Q1","GEYLANG","2-RM",NA
"6816","2016","Q1","GEYLANG","3-RM",1900
"6817","2016","Q1","GEYLANG","4-RM",2400
"6818","2016","Q1","GEYLANG","5-RM",2800
"6819","2016","Q1","GEYLANG","EXEC",NA
"6820","2016","Q1","HOUGANG","1-RM",NA
"6821","2016","Q1","HOUGANG","2-RM",NA
"6822","2016","Q1","HOUGANG","3-RM",1800
"6823","2016","Q1","HOUGANG","4-RM",2100
"6824","2016","Q1","HOUGANG","5-RM",2250
"6825","2016","Q1","HOUGANG","EXEC",2500
"6826","2016","Q1","JURONG EAST","1-RM",NA
"6827","2016","Q1","JURONG EAST","2-RM",NA
"6828","2016","Q1","JURONG EAST","3-RM",1830
"6829","2016","Q1","JURONG EAST","4-RM",2350
"6830","2016","Q1","JURONG EAST","5-RM",2500
"6831","2016","Q1","JURONG EAST","EXEC",2780
"6832","2016","Q1","JURONG WEST","1-RM",NA
"6833","2016","Q1","JURONG WEST","2-RM",NA
"6834","2016","Q1","JURONG WEST","3-RM",1800
"6835","2016","Q1","JURONG WEST","4-RM",2300
"6836","2016","Q1","JURONG WEST","5-RM",2500
"6837","2016","Q1","JURONG WEST","EXEC",2650
"6838","2016","Q1","KALLANG/ WHAMPOA","1-RM",NA
"6839","2016","Q1","KALLANG/ WHAMPOA","2-RM",NA
"6840","2016","Q1","KALLANG/ WHAMPOA","3-RM",2000
"6841","2016","Q1","KALLANG/ WHAMPOA","4-RM",2500
"6842","2016","Q1","KALLANG/ WHAMPOA","5-RM",2900
"6843","2016","Q1","KALLANG/ WHAMPOA","EXEC",NA
"6844","2016","Q1","MARINE PARADE","1-RM",NA
"6845","2016","Q1","MARINE PARADE","2-RM",NA
"6846","2016","Q1","MARINE PARADE","3-RM",2000
"6847","2016","Q1","MARINE PARADE","4-RM",2330
"6848","2016","Q1","MARINE PARADE","5-RM",NA
"6849","2016","Q1","MARINE PARADE","EXEC",NA
"6850","2016","Q1","PASIR RIS","1-RM",NA
"6851","2016","Q1","PASIR RIS","2-RM",NA
"6852","2016","Q1","PASIR RIS","3-RM",NA
"6853","2016","Q1","PASIR RIS","4-RM",2100
"6854","2016","Q1","PASIR RIS","5-RM",2350
"6855","2016","Q1","PASIR RIS","EXEC",2500
"6856","2016","Q1","PUNGGOL","1-RM",NA
"6857","2016","Q1","PUNGGOL","2-RM",NA
"6858","2016","Q1","PUNGGOL","3-RM",NA
"6859","2016","Q1","PUNGGOL","4-RM",1900
"6860","2016","Q1","PUNGGOL","5-RM",2050
"6861","2016","Q1","PUNGGOL","EXEC",NA
"6862","2016","Q1","QUEENSTOWN","1-RM",NA
"6863","2016","Q1","QUEENSTOWN","2-RM",1500
"6864","2016","Q1","QUEENSTOWN","3-RM",2100
"6865","2016","Q1","QUEENSTOWN","4-RM",2800
"6866","2016","Q1","QUEENSTOWN","5-RM",3000
"6867","2016","Q1","QUEENSTOWN","EXEC",NA
"6868","2016","Q1","SEMBAWANG","1-RM",NA
"6869","2016","Q1","SEMBAWANG","2-RM",NA
"6870","2016","Q1","SEMBAWANG","3-RM",NA
"6871","2016","Q1","SEMBAWANG","4-RM",2000
"6872","2016","Q1","SEMBAWANG","5-RM",2100
"6873","2016","Q1","SEMBAWANG","EXEC",2300
"6874","2016","Q1","SENGKANG","1-RM",NA
"6875","2016","Q1","SENGKANG","2-RM",NA
"6876","2016","Q1","SENGKANG","3-RM",NA
"6877","2016","Q1","SENGKANG","4-RM",2000
"6878","2016","Q1","SENGKANG","5-RM",2100
"6879","2016","Q1","SENGKANG","EXEC",2300
"6880","2016","Q1","SERANGOON","1-RM",NA
"6881","2016","Q1","SERANGOON","2-RM",NA
"6882","2016","Q1","SERANGOON","3-RM",1900
"6883","2016","Q1","SERANGOON","4-RM",2380
"6884","2016","Q1","SERANGOON","5-RM",2500
"6885","2016","Q1","SERANGOON","EXEC",2800
"6886","2016","Q1","TAMPINES","1-RM",NA
"6887","2016","Q1","TAMPINES","2-RM",NA
"6888","2016","Q1","TAMPINES","3-RM",1900
"6889","2016","Q1","TAMPINES","4-RM",2250
"6890","2016","Q1","TAMPINES","5-RM",2400
"6891","2016","Q1","TAMPINES","EXEC",2600
"6892","2016","Q1","TOA PAYOH","1-RM",NA
"6893","2016","Q1","TOA PAYOH","2-RM",NA
"6894","2016","Q1","TOA PAYOH","3-RM",2000
"6895","2016","Q1","TOA PAYOH","4-RM",2600
"6896","2016","Q1","TOA PAYOH","5-RM",2750
"6897","2016","Q1","TOA PAYOH","EXEC",NA
"6898","2016","Q1","WOODLANDS","1-RM",NA
"6899","2016","Q1","WOODLANDS","2-RM",NA
"6900","2016","Q1","WOODLANDS","3-RM",1500
"6901","2016","Q1","WOODLANDS","4-RM",1900
"6902","2016","Q1","WOODLANDS","5-RM",2100
"6903","2016","Q1","WOODLANDS","EXEC",2400
"6904","2016","Q1","YISHUN","1-RM",NA
"6905","2016","Q1","YISHUN","2-RM",NA
"6906","2016","Q1","YISHUN","3-RM",1700
"6907","2016","Q1","YISHUN","4-RM",2000
"6908","2016","Q1","YISHUN","5-RM",2300
"6909","2016","Q1","YISHUN","EXEC",2500
"6910","2016","Q2","ANG MO KIO","1-RM",NA
"6911","2016","Q2","ANG MO KIO","2-RM",NA
"6912","2016","Q2","ANG MO KIO","3-RM",1800
"6913","2016","Q2","ANG MO KIO","4-RM",2300
"6914","2016","Q2","ANG MO KIO","5-RM",2600
"6915","2016","Q2","ANG MO KIO","EXEC",NA
"6916","2016","Q2","BEDOK","1-RM",NA
"6917","2016","Q2","BEDOK","2-RM",NA
"6918","2016","Q2","BEDOK","3-RM",1800
"6919","2016","Q2","BEDOK","4-RM",2200
"6920","2016","Q2","BEDOK","5-RM",2400
"6921","2016","Q2","BEDOK","EXEC",2600
"6922","2016","Q2","BISHAN","1-RM",NA
"6923","2016","Q2","BISHAN","2-RM",NA
"6924","2016","Q2","BISHAN","3-RM",1900
"6925","2016","Q2","BISHAN","4-RM",2430
"6926","2016","Q2","BISHAN","5-RM",2700
"6927","2016","Q2","BISHAN","EXEC",3000
"6928","2016","Q2","BUKIT BATOK","1-RM",NA
"6929","2016","Q2","BUKIT BATOK","2-RM",NA
"6930","2016","Q2","BUKIT BATOK","3-RM",1800
"6931","2016","Q2","BUKIT BATOK","4-RM",2150
"6932","2016","Q2","BUKIT BATOK","5-RM",2350
"6933","2016","Q2","BUKIT BATOK","EXEC",2500
"6934","2016","Q2","BUKIT MERAH","1-RM",NA
"6935","2016","Q2","BUKIT MERAH","2-RM",1550
"6936","2016","Q2","BUKIT MERAH","3-RM",2050
"6937","2016","Q2","BUKIT MERAH","4-RM",2700
"6938","2016","Q2","BUKIT MERAH","5-RM",3000
"6939","2016","Q2","BUKIT MERAH","EXEC",NA
"6940","2016","Q2","BUKIT PANJANG","1-RM",NA
"6941","2016","Q2","BUKIT PANJANG","2-RM",NA
"6942","2016","Q2","BUKIT PANJANG","3-RM",1600
"6943","2016","Q2","BUKIT PANJANG","4-RM",1800
"6944","2016","Q2","BUKIT PANJANG","5-RM",1980
"6945","2016","Q2","BUKIT PANJANG","EXEC",2030
"6946","2016","Q2","BUKIT TIMAH","1-RM",NA
"6947","2016","Q2","BUKIT TIMAH","2-RM",NA
"6948","2016","Q2","BUKIT TIMAH","3-RM",NA
"6949","2016","Q2","BUKIT TIMAH","4-RM",NA
"6950","2016","Q2","BUKIT TIMAH","5-RM",NA
"6951","2016","Q2","BUKIT TIMAH","EXEC",NA
"6952","2016","Q2","CENTRAL","1-RM",NA
"6953","2016","Q2","CENTRAL","2-RM",NA
"6954","2016","Q2","CENTRAL","3-RM",2300
"6955","2016","Q2","CENTRAL","4-RM",3000
"6956","2016","Q2","CENTRAL","5-RM",NA
"6957","2016","Q2","CENTRAL","EXEC",NA
"6958","2016","Q2","CHOA CHU KANG","1-RM",NA
"6959","2016","Q2","CHOA CHU KANG","2-RM",NA
"6960","2016","Q2","CHOA CHU KANG","3-RM",NA
"6961","2016","Q2","CHOA CHU KANG","4-RM",2000
"6962","2016","Q2","CHOA CHU KANG","5-RM",2100
"6963","2016","Q2","CHOA CHU KANG","EXEC",2200
"6964","2016","Q2","CLEMENTI","1-RM",NA
"6965","2016","Q2","CLEMENTI","2-RM",NA
"6966","2016","Q2","CLEMENTI","3-RM",2000
"6967","2016","Q2","CLEMENTI","4-RM",2600
"6968","2016","Q2","CLEMENTI","5-RM",2800
"6969","2016","Q2","CLEMENTI","EXEC",NA
"6970","2016","Q2","GEYLANG","1-RM",NA
"6971","2016","Q2","GEYLANG","2-RM",NA
"6972","2016","Q2","GEYLANG","3-RM",1900
"6973","2016","Q2","GEYLANG","4-RM",2450
"6974","2016","Q2","GEYLANG","5-RM",2700
"6975","2016","Q2","GEYLANG","EXEC",NA
"6976","2016","Q2","HOUGANG","1-RM",NA
"6977","2016","Q2","HOUGANG","2-RM",NA
"6978","2016","Q2","HOUGANG","3-RM",1750
"6979","2016","Q2","HOUGANG","4-RM",2100
"6980","2016","Q2","HOUGANG","5-RM",2300
"6981","2016","Q2","HOUGANG","EXEC",2500
"6982","2016","Q2","JURONG EAST","1-RM",NA
"6983","2016","Q2","JURONG EAST","2-RM",NA
"6984","2016","Q2","JURONG EAST","3-RM",1800
"6985","2016","Q2","JURONG EAST","4-RM",2400
"6986","2016","Q2","JURONG EAST","5-RM",2500
"6987","2016","Q2","JURONG EAST","EXEC",2800
"6988","2016","Q2","JURONG WEST","1-RM",NA
"6989","2016","Q2","JURONG WEST","2-RM",NA
"6990","2016","Q2","JURONG WEST","3-RM",1800
"6991","2016","Q2","JURONG WEST","4-RM",2300
"6992","2016","Q2","JURONG WEST","5-RM",2450
"6993","2016","Q2","JURONG WEST","EXEC",2600
"6994","2016","Q2","KALLANG/ WHAMPOA","1-RM",NA
"6995","2016","Q2","KALLANG/ WHAMPOA","2-RM",NA
"6996","2016","Q2","KALLANG/ WHAMPOA","3-RM",2000
"6997","2016","Q2","KALLANG/ WHAMPOA","4-RM",2500
"6998","2016","Q2","KALLANG/ WHAMPOA","5-RM",2750
"6999","2016","Q2","KALLANG/ WHAMPOA","EXEC",NA
"7000","2016","Q2","MARINE PARADE","1-RM",NA
"7001","2016","Q2","MARINE PARADE","2-RM",NA
"7002","2016","Q2","MARINE PARADE","3-RM",1980
"7003","2016","Q2","MARINE PARADE","4-RM",2300
"7004","2016","Q2","MARINE PARADE","5-RM",2650
"7005","2016","Q2","MARINE PARADE","EXEC",NA
"7006","2016","Q2","PASIR RIS","1-RM",NA
"7007","2016","Q2","PASIR RIS","2-RM",NA
"7008","2016","Q2","PASIR RIS","3-RM",NA
"7009","2016","Q2","PASIR RIS","4-RM",2100
"7010","2016","Q2","PASIR RIS","5-RM",2300
"7011","2016","Q2","PASIR RIS","EXEC",2400
"7012","2016","Q2","PUNGGOL","1-RM",NA
"7013","2016","Q2","PUNGGOL","2-RM",NA
"7014","2016","Q2","PUNGGOL","3-RM",NA
"7015","2016","Q2","PUNGGOL","4-RM",1900
"7016","2016","Q2","PUNGGOL","5-RM",2000
"7017","2016","Q2","PUNGGOL","EXEC",NA
"7018","2016","Q2","QUEENSTOWN","1-RM",NA
"7019","2016","Q2","QUEENSTOWN","2-RM",1600
"7020","2016","Q2","QUEENSTOWN","3-RM",2100
"7021","2016","Q2","QUEENSTOWN","4-RM",2800
"7022","2016","Q2","QUEENSTOWN","5-RM",3000
"7023","2016","Q2","QUEENSTOWN","EXEC",NA
"7024","2016","Q2","SEMBAWANG","1-RM",NA
"7025","2016","Q2","SEMBAWANG","2-RM",NA
"7026","2016","Q2","SEMBAWANG","3-RM",NA
"7027","2016","Q2","SEMBAWANG","4-RM",2000
"7028","2016","Q2","SEMBAWANG","5-RM",2100
"7029","2016","Q2","SEMBAWANG","EXEC",2200
"7030","2016","Q2","SENGKANG","1-RM",NA
"7031","2016","Q2","SENGKANG","2-RM",NA
"7032","2016","Q2","SENGKANG","3-RM",NA
"7033","2016","Q2","SENGKANG","4-RM",2000
"7034","2016","Q2","SENGKANG","5-RM",2100
"7035","2016","Q2","SENGKANG","EXEC",2300
"7036","2016","Q2","SERANGOON","1-RM",NA
"7037","2016","Q2","SERANGOON","2-RM",NA
"7038","2016","Q2","SERANGOON","3-RM",1850
"7039","2016","Q2","SERANGOON","4-RM",2300
"7040","2016","Q2","SERANGOON","5-RM",2500
"7041","2016","Q2","SERANGOON","EXEC",2650
"7042","2016","Q2","TAMPINES","1-RM",NA
"7043","2016","Q2","TAMPINES","2-RM",NA
"7044","2016","Q2","TAMPINES","3-RM",1850
"7045","2016","Q2","TAMPINES","4-RM",2200
"7046","2016","Q2","TAMPINES","5-RM",2400
"7047","2016","Q2","TAMPINES","EXEC",2500
"7048","2016","Q2","TOA PAYOH","1-RM",NA
"7049","2016","Q2","TOA PAYOH","2-RM",NA
"7050","2016","Q2","TOA PAYOH","3-RM",2000
"7051","2016","Q2","TOA PAYOH","4-RM",2400
"7052","2016","Q2","TOA PAYOH","5-RM",2700
"7053","2016","Q2","TOA PAYOH","EXEC",NA
"7054","2016","Q2","WOODLANDS","1-RM",NA
"7055","2016","Q2","WOODLANDS","2-RM",NA
"7056","2016","Q2","WOODLANDS","3-RM",1500
"7057","2016","Q2","WOODLANDS","4-RM",1900
"7058","2016","Q2","WOODLANDS","5-RM",2050
"7059","2016","Q2","WOODLANDS","EXEC",2400
"7060","2016","Q2","YISHUN","1-RM",NA
"7061","2016","Q2","YISHUN","2-RM",NA
"7062","2016","Q2","YISHUN","3-RM",1700
"7063","2016","Q2","YISHUN","4-RM",2000
"7064","2016","Q2","YISHUN","5-RM",2200
"7065","2016","Q2","YISHUN","EXEC",2400
"7066","2016","Q3","ANG MO KIO","1-RM",NA
"7067","2016","Q3","ANG MO KIO","2-RM",NA
"7068","2016","Q3","ANG MO KIO","3-RM",1800
"7069","2016","Q3","ANG MO KIO","4-RM",2300
"7070","2016","Q3","ANG MO KIO","5-RM",2500
"7071","2016","Q3","ANG MO KIO","EXEC",NA
"7072","2016","Q3","BEDOK","1-RM",NA
"7073","2016","Q3","BEDOK","2-RM",NA
"7074","2016","Q3","BEDOK","3-RM",1800
"7075","2016","Q3","BEDOK","4-RM",2200
"7076","2016","Q3","BEDOK","5-RM",2500
"7077","2016","Q3","BEDOK","EXEC",2680
"7078","2016","Q3","BISHAN","1-RM",NA
"7079","2016","Q3","BISHAN","2-RM",NA
"7080","2016","Q3","BISHAN","3-RM",2000
"7081","2016","Q3","BISHAN","4-RM",2400
"7082","2016","Q3","BISHAN","5-RM",2700
"7083","2016","Q3","BISHAN","EXEC",NA
"7084","2016","Q3","BUKIT BATOK","1-RM",NA
"7085","2016","Q3","BUKIT BATOK","2-RM",NA
"7086","2016","Q3","BUKIT BATOK","3-RM",1700
"7087","2016","Q3","BUKIT BATOK","4-RM",2100
"7088","2016","Q3","BUKIT BATOK","5-RM",2400
"7089","2016","Q3","BUKIT BATOK","EXEC",2500
"7090","2016","Q3","BUKIT MERAH","1-RM",NA
"7091","2016","Q3","BUKIT MERAH","2-RM",NA
"7092","2016","Q3","BUKIT MERAH","3-RM",2000
"7093","2016","Q3","BUKIT MERAH","4-RM",2700
"7094","2016","Q3","BUKIT MERAH","5-RM",3000
"7095","2016","Q3","BUKIT MERAH","EXEC",NA
"7096","2016","Q3","BUKIT PANJANG","1-RM",NA
"7097","2016","Q3","BUKIT PANJANG","2-RM",NA
"7098","2016","Q3","BUKIT PANJANG","3-RM",1550
"7099","2016","Q3","BUKIT PANJANG","4-RM",1800
"7100","2016","Q3","BUKIT PANJANG","5-RM",1900
"7101","2016","Q3","BUKIT PANJANG","EXEC",2100
"7102","2016","Q3","BUKIT TIMAH","1-RM",NA
"7103","2016","Q3","BUKIT TIMAH","2-RM",NA
"7104","2016","Q3","BUKIT TIMAH","3-RM",NA
"7105","2016","Q3","BUKIT TIMAH","4-RM",NA
"7106","2016","Q3","BUKIT TIMAH","5-RM",NA
"7107","2016","Q3","BUKIT TIMAH","EXEC",NA
"7108","2016","Q3","CENTRAL","1-RM",NA
"7109","2016","Q3","CENTRAL","2-RM",NA
"7110","2016","Q3","CENTRAL","3-RM",2250
"7111","2016","Q3","CENTRAL","4-RM",3100
"7112","2016","Q3","CENTRAL","5-RM",3600
"7113","2016","Q3","CENTRAL","EXEC",NA
"7114","2016","Q3","CHOA CHU KANG","1-RM",NA
"7115","2016","Q3","CHOA CHU KANG","2-RM",NA
"7116","2016","Q3","CHOA CHU KANG","3-RM",NA
"7117","2016","Q3","CHOA CHU KANG","4-RM",1900
"7118","2016","Q3","CHOA CHU KANG","5-RM",2100
"7119","2016","Q3","CHOA CHU KANG","EXEC",2200
"7120","2016","Q3","CLEMENTI","1-RM",NA
"7121","2016","Q3","CLEMENTI","2-RM",NA
"7122","2016","Q3","CLEMENTI","3-RM",2000
"7123","2016","Q3","CLEMENTI","4-RM",2600
"7124","2016","Q3","CLEMENTI","5-RM",NA
"7125","2016","Q3","CLEMENTI","EXEC",NA
"7126","2016","Q3","GEYLANG","1-RM",NA
"7127","2016","Q3","GEYLANG","2-RM",NA
"7128","2016","Q3","GEYLANG","3-RM",1850
"7129","2016","Q3","GEYLANG","4-RM",2500
"7130","2016","Q3","GEYLANG","5-RM",2680
"7131","2016","Q3","GEYLANG","EXEC",NA
"7132","2016","Q3","HOUGANG","1-RM",NA
"7133","2016","Q3","HOUGANG","2-RM",NA
"7134","2016","Q3","HOUGANG","3-RM",1700
"7135","2016","Q3","HOUGANG","4-RM",2100
"7136","2016","Q3","HOUGANG","5-RM",2250
"7137","2016","Q3","HOUGANG","EXEC",2400
"7138","2016","Q3","JURONG EAST","1-RM",NA
"7139","2016","Q3","JURONG EAST","2-RM",NA
"7140","2016","Q3","JURONG EAST","3-RM",1800
"7141","2016","Q3","JURONG EAST","4-RM",2400
"7142","2016","Q3","JURONG EAST","5-RM",2500
"7143","2016","Q3","JURONG EAST","EXEC",2800
"7144","2016","Q3","JURONG WEST","1-RM",NA
"7145","2016","Q3","JURONG WEST","2-RM",NA
"7146","2016","Q3","JURONG WEST","3-RM",1850
"7147","2016","Q3","JURONG WEST","4-RM",2300
"7148","2016","Q3","JURONG WEST","5-RM",2500
"7149","2016","Q3","JURONG WEST","EXEC",NA
"7150","2016","Q3","KALLANG/ WHAMPOA","1-RM",NA
"7151","2016","Q3","KALLANG/ WHAMPOA","2-RM",NA
"7152","2016","Q3","KALLANG/ WHAMPOA","3-RM",2000
"7153","2016","Q3","KALLANG/ WHAMPOA","4-RM",2600
"7154","2016","Q3","KALLANG/ WHAMPOA","5-RM",2800
"7155","2016","Q3","KALLANG/ WHAMPOA","EXEC",NA
"7156","2016","Q3","MARINE PARADE","1-RM",NA
"7157","2016","Q3","MARINE PARADE","2-RM",NA
"7158","2016","Q3","MARINE PARADE","3-RM",1900
"7159","2016","Q3","MARINE PARADE","4-RM",2330
"7160","2016","Q3","MARINE PARADE","5-RM",2500
"7161","2016","Q3","MARINE PARADE","EXEC",NA
"7162","2016","Q3","PASIR RIS","1-RM",NA
"7163","2016","Q3","PASIR RIS","2-RM",NA
"7164","2016","Q3","PASIR RIS","3-RM",NA
"7165","2016","Q3","PASIR RIS","4-RM",2100
"7166","2016","Q3","PASIR RIS","5-RM",2200
"7167","2016","Q3","PASIR RIS","EXEC",2400
"7168","2016","Q3","PUNGGOL","1-RM",NA
"7169","2016","Q3","PUNGGOL","2-RM",NA
"7170","2016","Q3","PUNGGOL","3-RM",NA
"7171","2016","Q3","PUNGGOL","4-RM",1900
"7172","2016","Q3","PUNGGOL","5-RM",2000
"7173","2016","Q3","PUNGGOL","EXEC",NA
"7174","2016","Q3","QUEENSTOWN","1-RM",NA
"7175","2016","Q3","QUEENSTOWN","2-RM",NA
"7176","2016","Q3","QUEENSTOWN","3-RM",2000
"7177","2016","Q3","QUEENSTOWN","4-RM",2700
"7178","2016","Q3","QUEENSTOWN","5-RM",2950
"7179","2016","Q3","QUEENSTOWN","EXEC",NA
"7180","2016","Q3","SEMBAWANG","1-RM",NA
"7181","2016","Q3","SEMBAWANG","2-RM",NA
"7182","2016","Q3","SEMBAWANG","3-RM",NA
"7183","2016","Q3","SEMBAWANG","4-RM",1950
"7184","2016","Q3","SEMBAWANG","5-RM",2100
"7185","2016","Q3","SEMBAWANG","EXEC",2200
"7186","2016","Q3","SENGKANG","1-RM",NA
"7187","2016","Q3","SENGKANG","2-RM",NA
"7188","2016","Q3","SENGKANG","3-RM",NA
"7189","2016","Q3","SENGKANG","4-RM",2000
"7190","2016","Q3","SENGKANG","5-RM",2000
"7191","2016","Q3","SENGKANG","EXEC",2300
"7192","2016","Q3","SERANGOON","1-RM",NA
"7193","2016","Q3","SERANGOON","2-RM",NA
"7194","2016","Q3","SERANGOON","3-RM",1800
"7195","2016","Q3","SERANGOON","4-RM",2330
"7196","2016","Q3","SERANGOON","5-RM",2420
"7197","2016","Q3","SERANGOON","EXEC",2600
"7198","2016","Q3","TAMPINES","1-RM",NA
"7199","2016","Q3","TAMPINES","2-RM",NA
"7200","2016","Q3","TAMPINES","3-RM",1800
"7201","2016","Q3","TAMPINES","4-RM",2200
"7202","2016","Q3","TAMPINES","5-RM",2400
"7203","2016","Q3","TAMPINES","EXEC",2500
"7204","2016","Q3","TOA PAYOH","1-RM",NA
"7205","2016","Q3","TOA PAYOH","2-RM",NA
"7206","2016","Q3","TOA PAYOH","3-RM",1950
"7207","2016","Q3","TOA PAYOH","4-RM",2500
"7208","2016","Q3","TOA PAYOH","5-RM",2700
"7209","2016","Q3","TOA PAYOH","EXEC",NA
"7210","2016","Q3","WOODLANDS","1-RM",NA
"7211","2016","Q3","WOODLANDS","2-RM",NA
"7212","2016","Q3","WOODLANDS","3-RM",1500
"7213","2016","Q3","WOODLANDS","4-RM",1900
"7214","2016","Q3","WOODLANDS","5-RM",2000
"7215","2016","Q3","WOODLANDS","EXEC",2330
"7216","2016","Q3","YISHUN","1-RM",NA
"7217","2016","Q3","YISHUN","2-RM",NA
"7218","2016","Q3","YISHUN","3-RM",1650
"7219","2016","Q3","YISHUN","4-RM",2000
"7220","2016","Q3","YISHUN","5-RM",2200
"7221","2016","Q3","YISHUN","EXEC",NA
"7222","2016","Q4","ANG MO KIO     ","1-RM",NA
"7223","2016","Q4","ANG MO KIO     ","2-RM",NA
"7224","2016","Q4","ANG MO KIO     ","3-RM",1800
"7225","2016","Q4","ANG MO KIO     ","4-RM",2200
"7226","2016","Q4","ANG MO KIO     ","5-RM",2500
"7227","2016","Q4","ANG MO KIO     ","EXEC",NA
"7228","2016","Q4","BEDOK          ","1-RM",NA
"7229","2016","Q4","BEDOK          ","2-RM",NA
"7230","2016","Q4","BEDOK          ","3-RM",1800
"7231","2016","Q4","BEDOK          ","4-RM",2200
"7232","2016","Q4","BEDOK          ","5-RM",2380
"7233","2016","Q4","BEDOK          ","EXEC",2500
"7234","2016","Q4","BISHAN         ","1-RM",NA
"7235","2016","Q4","BISHAN         ","2-RM",NA
"7236","2016","Q4","BISHAN         ","3-RM",1850
"7237","2016","Q4","BISHAN         ","4-RM",2300
"7238","2016","Q4","BISHAN         ","5-RM",2600
"7239","2016","Q4","BISHAN         ","EXEC",NA
"7240","2016","Q4","BUKIT BATOK    ","1-RM",NA
"7241","2016","Q4","BUKIT BATOK    ","2-RM",NA
"7242","2016","Q4","BUKIT BATOK    ","3-RM",1700
"7243","2016","Q4","BUKIT BATOK    ","4-RM",2100
"7244","2016","Q4","BUKIT BATOK    ","5-RM",2300
"7245","2016","Q4","BUKIT BATOK    ","EXEC",2450
"7246","2016","Q4","BUKIT MERAH    ","1-RM",NA
"7247","2016","Q4","BUKIT MERAH    ","2-RM",NA
"7248","2016","Q4","BUKIT MERAH    ","3-RM",2000
"7249","2016","Q4","BUKIT MERAH    ","4-RM",2700
"7250","2016","Q4","BUKIT MERAH    ","5-RM",2900
"7251","2016","Q4","BUKIT MERAH    ","EXEC",NA
"7252","2016","Q4","BUKIT PANJANG  ","1-RM",NA
"7253","2016","Q4","BUKIT PANJANG  ","2-RM",NA
"7254","2016","Q4","BUKIT PANJANG  ","3-RM",1580
"7255","2016","Q4","BUKIT PANJANG  ","4-RM",1800
"7256","2016","Q4","BUKIT PANJANG  ","5-RM",1900
"7257","2016","Q4","BUKIT PANJANG  ","EXEC",2150
"7258","2016","Q4","BUKIT TIMAH    ","1-RM",NA
"7259","2016","Q4","BUKIT TIMAH    ","2-RM",NA
"7260","2016","Q4","BUKIT TIMAH    ","3-RM",NA
"7261","2016","Q4","BUKIT TIMAH    ","4-RM",NA
"7262","2016","Q4","BUKIT TIMAH    ","5-RM",NA
"7263","2016","Q4","BUKIT TIMAH    ","EXEC",NA
"7264","2016","Q4","CENTRAL        ","1-RM",NA
"7265","2016","Q4","CENTRAL        ","2-RM",NA
