"","Year","Quarter","town","flat_type","median_rent"
"1212","2007","Q1","JURONG EAST","EXEC",NA
"1213","2007","Q1","JURONG WEST","1-RM",NA
"1214","2007","Q1","JURONG WEST","2-RM",NA
"1215","2007","Q1","JURONG WEST","3-RM",850
"1216","2007","Q1","JURONG WEST","4-RM",1000
"1217","2007","Q1","JURONG WEST","5-RM",1175
"1218","2007","Q1","JURONG WEST","EXEC",1225
"1219","2007","Q1","KALLANG/WHAMPOA","1-RM",NA
"1220","2007","Q1","KALLANG/WHAMPOA","2-RM",NA
"1221","2007","Q1","KALLANG/WHAMPOA","3-RM",900
"1222","2007","Q1","KALLANG/WHAMPOA","4-RM",1175
"1223","2007","Q1","KALLANG/WHAMPOA","5-RM",NA
"1224","2007","Q1","KALLANG/WHAMPOA","EXEC",NA
"1225","2007","Q1","LIM CHU KANG","1-RM",NA
"1226","2007","Q1","LIM CHU KANG","2-RM",NA
"1227","2007","Q1","LIM CHU KANG","3-RM",NA
"1228","2007","Q1","LIM CHU KANG","4-RM",NA
"1229","2007","Q1","LIM CHU KANG","5-RM",NA
"1230","2007","Q1","LIM CHU KANG","EXEC",NA
"1231","2007","Q1","MARINE PARADE","1-RM",NA
"1232","2007","Q1","MARINE PARADE","2-RM",NA
"1233","2007","Q1","MARINE PARADE","3-RM",982
"1234","2007","Q1","MARINE PARADE","4-RM",NA
"1235","2007","Q1","MARINE PARADE","5-RM",NA
"1236","2007","Q1","MARINE PARADE","EXEC",NA
"1237","2007","Q1","PASIR RIS","1-RM",NA
"1238","2007","Q1","PASIR RIS","2-RM",NA
"1239","2007","Q1","PASIR RIS","3-RM",NA
"1240","2007","Q1","PASIR RIS","4-RM",1100
"1241","2007","Q1","PASIR RIS","5-RM",1200
"1242","2007","Q1","PASIR RIS","EXEC",1300
"1243","2007","Q1","PUNGGOL","1-RM",NA
"1244","2007","Q1","PUNGGOL","2-RM",NA
"1245","2007","Q1","PUNGGOL","3-RM",NA
"1246","2007","Q1","PUNGGOL","4-RM",NA
"1247","2007","Q1","PUNGGOL","5-RM",NA
"1248","2007","Q1","PUNGGOL","EXEC",NA
"1249","2007","Q1","QUEENSTOWN","1-RM",NA
"1250","2007","Q1","QUEENSTOWN","2-RM",NA
"1251","2007","Q1","QUEENSTOWN","3-RM",1000
"1252","2007","Q1","QUEENSTOWN","4-RM",NA
"1253","2007","Q1","QUEENSTOWN","5-RM",NA
"1254","2007","Q1","QUEENSTOWN","EXEC",NA
"1255","2007","Q1","SEMBAWANG","1-RM",NA
"1256","2007","Q1","SEMBAWANG","2-RM",NA
"1257","2007","Q1","SEMBAWANG","3-RM",NA
"1258","2007","Q1","SEMBAWANG","4-RM",NA
"1259","2007","Q1","SEMBAWANG","5-RM",1000
"1260","2007","Q1","SEMBAWANG","EXEC",NA
"1261","2007","Q1","SENGKANG","1-RM",NA
"1262","2007","Q1","SENGKANG","2-RM",NA
"1263","2007","Q1","SENGKANG","3-RM",NA
"1264","2007","Q1","SENGKANG","4-RM",NA
"1265","2007","Q1","SENGKANG","5-RM",1160
"1266","2007","Q1","SENGKANG","EXEC",NA
"1267","2007","Q1","SERANGOON","1-RM",NA
"1268","2007","Q1","SERANGOON","2-RM",NA
"1269","2007","Q1","SERANGOON","3-RM",860
"1270","2007","Q1","SERANGOON","4-RM",1000
"1271","2007","Q1","SERANGOON","5-RM",NA
"1272","2007","Q1","SERANGOON","EXEC",NA
"1273","2007","Q1","TAMPINES","1-RM",NA
"1274","2007","Q1","TAMPINES","2-RM",NA
"1275","2007","Q1","TAMPINES","3-RM",900
"1276","2007","Q1","TAMPINES","4-RM",1100
"1277","2007","Q1","TAMPINES","5-RM",1250
"1278","2007","Q1","TAMPINES","EXEC",1400
"1279","2007","Q1","TOA PAYOH","1-RM",NA
"1280","2007","Q1","TOA PAYOH","2-RM",NA
"1281","2007","Q1","TOA PAYOH","3-RM",900
"1282","2007","Q1","TOA PAYOH","4-RM",NA
"1283","2007","Q1","TOA PAYOH","5-RM",NA
"1284","2007","Q1","TOA PAYOH","EXEC",NA
"1285","2007","Q1","WOODLANDS","1-RM",NA
"1286","2007","Q1","WOODLANDS","2-RM",NA
"1287","2007","Q1","WOODLANDS","3-RM",NA
"1288","2007","Q1","WOODLANDS","4-RM",950
"1289","2007","Q1","WOODLANDS","5-RM",1000
"1290","2007","Q1","WOODLANDS","EXEC",NA
"1291","2007","Q1","YISHUN","1-RM",NA
"1292","2007","Q1","YISHUN","2-RM",NA
"1293","2007","Q1","YISHUN","3-RM",850
"1294","2007","Q1","YISHUN","4-RM",1000
"1295","2007","Q1","YISHUN","5-RM",1100
"1296","2007","Q1","YISHUN","EXEC",NA
"1297","2007","Q2","ANG MO KIO","1-RM",NA
"1298","2007","Q2","ANG MO KIO","2-RM",NA
"1299","2007","Q2","ANG MO KIO","3-RM",1000
"1300","2007","Q2","ANG MO KIO","4-RM",1100
"1301","2007","Q2","ANG MO KIO","5-RM",1300
"1302","2007","Q2","ANG MO KIO","EXEC",NA
"1303","2007","Q2","BEDOK","1-RM",NA
"1304","2007","Q2","BEDOK","2-RM",NA
"1305","2007","Q2","BEDOK","3-RM",1000
"1306","2007","Q2","BEDOK","4-RM",1200
"1307","2007","Q2","BEDOK","5-RM",1350
"1308","2007","Q2","BEDOK","EXEC",NA
"1309","2007","Q2","BISHAN","1-RM",NA
"1310","2007","Q2","BISHAN","2-RM",NA
"1311","2007","Q2","BISHAN","3-RM",NA
"1312","2007","Q2","BISHAN","4-RM",1400
"1313","2007","Q2","BISHAN","5-RM",1500
"1314","2007","Q2","BISHAN","EXEC",NA
"1315","2007","Q2","BUKIT BATOK","1-RM",NA
"1316","2007","Q2","BUKIT BATOK","2-RM",NA
"1317","2007","Q2","BUKIT BATOK","3-RM",950
"1318","2007","Q2","BUKIT BATOK","4-RM",1200
"1319","2007","Q2","BUKIT BATOK","5-RM",1300
"1320","2007","Q2","BUKIT BATOK","EXEC",NA
"1321","2007","Q2","BUKIT MERAH","1-RM",NA
"1322","2007","Q2","BUKIT MERAH","2-RM",NA
"1323","2007","Q2","BUKIT MERAH","3-RM",1000
"1324","2007","Q2","BUKIT MERAH","4-RM",1500
"1325","2007","Q2","BUKIT MERAH","5-RM",1400
"1326","2007","Q2","BUKIT MERAH","EXEC",NA
"1327","2007","Q2","BUKIT PANJANG","1-RM",NA
"1328","2007","Q2","BUKIT PANJANG","2-RM",NA
"1329","2007","Q2","BUKIT PANJANG","3-RM",NA
"1330","2007","Q2","BUKIT PANJANG","4-RM",1100
"1331","2007","Q2","BUKIT PANJANG","5-RM",1250
"1332","2007","Q2","BUKIT PANJANG","EXEC",NA
"1333","2007","Q2","BUKIT TIMAH","1-RM",NA
"1334","2007","Q2","BUKIT TIMAH","2-RM",NA
"1335","2007","Q2","BUKIT TIMAH","3-RM",NA
"1336","2007","Q2","BUKIT TIMAH","4-RM",NA
"1337","2007","Q2","BUKIT TIMAH","5-RM",NA
"1338","2007","Q2","BUKIT TIMAH","EXEC",NA
"1339","2007","Q2","CENTRAL","1-RM",NA
"1340","2007","Q2","CENTRAL","2-RM",NA
"1341","2007","Q2","CENTRAL","3-RM",1225
"1342","2007","Q2","CENTRAL","4-RM",NA
"1343","2007","Q2","CENTRAL","5-RM",NA
"1344","2007","Q2","CENTRAL","EXEC",NA
"1345","2007","Q2","CHOA CHU KANG","1-RM",NA
"1346","2007","Q2","CHOA CHU KANG","2-RM",NA
"1347","2007","Q2","CHOA CHU KANG","3-RM",NA
"1348","2007","Q2","CHOA CHU KANG","4-RM",1100
"1349","2007","Q2","CHOA CHU KANG","5-RM",1350
"1350","2007","Q2","CHOA CHU KANG","EXEC",1425
"1351","2007","Q2","CLEMENTI","1-RM",NA
"1352","2007","Q2","CLEMENTI","2-RM",NA
"1353","2007","Q2","CLEMENTI","3-RM",1050
"1354","2007","Q2","CLEMENTI","4-RM",1250
"1355","2007","Q2","CLEMENTI","5-RM",NA
"1356","2007","Q2","CLEMENTI","EXEC",NA
"1357","2007","Q2","GEYLANG","1-RM",NA
"1358","2007","Q2","GEYLANG","2-RM",NA
"1359","2007","Q2","GEYLANG","3-RM",900
"1360","2007","Q2","GEYLANG","4-RM",1225
"1361","2007","Q2","GEYLANG","5-RM",NA
"1362","2007","Q2","GEYLANG","EXEC",NA
"1363","2007","Q2","HOUGANG","1-RM",NA
"1364","2007","Q2","HOUGANG","2-RM",NA
"1365","2007","Q2","HOUGANG","3-RM",950
"1366","2007","Q2","HOUGANG","4-RM",1125
"1367","2007","Q2","HOUGANG","5-RM",1300
"1368","2007","Q2","HOUGANG","EXEC",1400
"1369","2007","Q2","JURONG EAST","1-RM",NA
"1370","2007","Q2","JURONG EAST","2-RM",NA
"1371","2007","Q2","JURONG EAST","3-RM",950
"1372","2007","Q2","JURONG EAST","4-RM",1200
"1373","2007","Q2","JURONG EAST","5-RM",1250
"1374","2007","Q2","JURONG EAST","EXEC",NA
"1375","2007","Q2","JURONG WEST","1-RM",NA
"1376","2007","Q2","JURONG WEST","2-RM",NA
"1377","2007","Q2","JURONG WEST","3-RM",900
"1378","2007","Q2","JURONG WEST","4-RM",1050
"1379","2007","Q2","JURONG WEST","5-RM",1200
"1380","2007","Q2","JURONG WEST","EXEC",1450
"1381","2007","Q2","KALLANG/WHAMPOA","1-RM",NA
"1382","2007","Q2","KALLANG/WHAMPOA","2-RM",NA
"1383","2007","Q2","KALLANG/WHAMPOA","3-RM",950
"1384","2007","Q2","KALLANG/WHAMPOA","4-RM",1425
"1385","2007","Q2","KALLANG/WHAMPOA","5-RM",1700
"1386","2007","Q2","KALLANG/WHAMPOA","EXEC",NA
"1387","2007","Q2","LIM CHU KANG","1-RM",NA
"1388","2007","Q2","LIM CHU KANG","2-RM",NA
"1389","2007","Q2","LIM CHU KANG","3-RM",NA
"1390","2007","Q2","LIM CHU KANG","4-RM",NA
"1391","2007","Q2","LIM CHU KANG","5-RM",NA
"1392","2007","Q2","LIM CHU KANG","EXEC",NA
"1393","2007","Q2","MARINE PARADE","1-RM",NA
"1394","2007","Q2","MARINE PARADE","2-RM",NA
"1395","2007","Q2","MARINE PARADE","3-RM",1150
"1396","2007","Q2","MARINE PARADE","4-RM",NA
"1397","2007","Q2","MARINE PARADE","5-RM",NA
"1398","2007","Q2","MARINE PARADE","EXEC",NA
"1399","2007","Q2","PASIR RIS","1-RM",NA
"1400","2007","Q2","PASIR RIS","2-RM",NA
"1401","2007","Q2","PASIR RIS","3-RM",NA
"1402","2007","Q2","PASIR RIS","4-RM",1200
"1403","2007","Q2","PASIR RIS","5-RM",1250
"1404","2007","Q2","PASIR RIS","EXEC",1450
"1405","2007","Q2","PUNGGOL","1-RM",NA
"1406","2007","Q2","PUNGGOL","2-RM",NA
"1407","2007","Q2","PUNGGOL","3-RM",NA
"1408","2007","Q2","PUNGGOL","4-RM",NA
"1409","2007","Q2","PUNGGOL","5-RM",1300
"1410","2007","Q2","PUNGGOL","EXEC",NA
"1411","2007","Q2","QUEENSTOWN","1-RM",NA
"1412","2007","Q2","QUEENSTOWN","2-RM",NA
"1413","2007","Q2","QUEENSTOWN","3-RM",1100
"1414","2007","Q2","QUEENSTOWN","4-RM",1325
"1415","2007","Q2","QUEENSTOWN","5-RM",NA
"1416","2007","Q2","QUEENSTOWN","EXEC",NA
"1417","2007","Q2","SEMBAWANG","1-RM",NA
"1418","2007","Q2","SEMBAWANG","2-RM",NA
"1419","2007","Q2","SEMBAWANG","3-RM",NA
"1420","2007","Q2","SEMBAWANG","4-RM",1225
"1421","2007","Q2","SEMBAWANG","5-RM",1300
"1422","2007","Q2","SEMBAWANG","EXEC",NA
"1423","2007","Q2","SENGKANG","1-RM",NA
"1424","2007","Q2","SENGKANG","2-RM",NA
"1425","2007","Q2","SENGKANG","3-RM",NA
"1426","2007","Q2","SENGKANG","4-RM",1150
"1427","2007","Q2","SENGKANG","5-RM",1300
"1428","2007","Q2","SENGKANG","EXEC",NA
"1429","2007","Q2","SERANGOON","1-RM",NA
"1430","2007","Q2","SERANGOON","2-RM",NA
"1431","2007","Q2","SERANGOON","3-RM",950
"1432","2007","Q2","SERANGOON","4-RM",1200
"1433","2007","Q2","SERANGOON","5-RM",1325
"1434","2007","Q2","SERANGOON","EXEC",NA
"1435","2007","Q2","TAMPINES","1-RM",NA
"1436","2007","Q2","TAMPINES","2-RM",NA
"1437","2007","Q2","TAMPINES","3-RM",1000
"1438","2007","Q2","TAMPINES","4-RM",1200
"1439","2007","Q2","TAMPINES","5-RM",1300
"1440","2007","Q2","TAMPINES","EXEC",1592
"1441","2007","Q2","TOA PAYOH","1-RM",NA
"1442","2007","Q2","TOA PAYOH","2-RM",NA
"1443","2007","Q2","TOA PAYOH","3-RM",1010
"1444","2007","Q2","TOA PAYOH","4-RM",1200
"1445","2007","Q2","TOA PAYOH","5-RM",NA
"1446","2007","Q2","TOA PAYOH","EXEC",NA
"1447","2007","Q2","WOODLANDS","1-RM",NA
"1448","2007","Q2","WOODLANDS","2-RM",NA
"1449","2007","Q2","WOODLANDS","3-RM",875
"1450","2007","Q2","WOODLANDS","4-RM",1100
"1451","2007","Q2","WOODLANDS","5-RM",1250
"1452","2007","Q2","WOODLANDS","EXEC",1337
"1453","2007","Q2","YISHUN","1-RM",NA
"1454","2007","Q2","YISHUN","2-RM",NA
"1455","2007","Q2","YISHUN","3-RM",1000
"1456","2007","Q2","YISHUN","4-RM",1100
"1457","2007","Q2","YISHUN","5-RM",1350
"1458","2007","Q2","YISHUN","EXEC",NA
"1459","2007","Q3","ANG MO KIO","1-RM",NA
"1460","2007","Q3","ANG MO KIO","2-RM",NA
"1461","2007","Q3","ANG MO KIO","3-RM",1200
"1462","2007","Q3","ANG MO KIO","4-RM",1400
"1463","2007","Q3","ANG MO KIO","5-RM",1700
"1464","2007","Q3","ANG MO KIO","EXEC",NA
"1465","2007","Q3","BEDOK","1-RM",NA
"1466","2007","Q3","BEDOK","2-RM",NA
"1467","2007","Q3","BEDOK","3-RM",1200
"1468","2007","Q3","BEDOK","4-RM",1400
"1469","2007","Q3","BEDOK","5-RM",1650
"1470","2007","Q3","BEDOK","EXEC",NA
"1471","2007","Q3","BISHAN","1-RM",NA
"1472","2007","Q3","BISHAN","2-RM",NA
"1473","2007","Q3","BISHAN","3-RM",NA
"1474","2007","Q3","BISHAN","4-RM",1500
"1475","2007","Q3","BISHAN","5-RM",1700
"1476","2007","Q3","BISHAN","EXEC",NA
"1477","2007","Q3","BUKIT BATOK","1-RM",NA
"1478","2007","Q3","BUKIT BATOK","2-RM",NA
"1479","2007","Q3","BUKIT BATOK","3-RM",1150
"1480","2007","Q3","BUKIT BATOK","4-RM",1300
"1481","2007","Q3","BUKIT BATOK","5-RM",1500
"1482","2007","Q3","BUKIT BATOK","EXEC",NA
"1483","2007","Q3","BUKIT MERAH","1-RM",NA
"1484","2007","Q3","BUKIT MERAH","2-RM",NA
"1485","2007","Q3","BUKIT MERAH","3-RM",1200
"1486","2007","Q3","BUKIT MERAH","4-RM",1500
"1487","2007","Q3","BUKIT MERAH","5-RM",2000
"1488","2007","Q3","BUKIT MERAH","EXEC",NA
"1489","2007","Q3","BUKIT PANJANG","1-RM",NA
"1490","2007","Q3","BUKIT PANJANG","2-RM",NA
"1491","2007","Q3","BUKIT PANJANG","3-RM",NA
"1492","2007","Q3","BUKIT PANJANG","4-RM",1400
"1493","2007","Q3","BUKIT PANJANG","5-RM",1400
"1494","2007","Q3","BUKIT PANJANG","EXEC",NA
"1495","2007","Q3","BUKIT TIMAH","1-RM",NA
"1496","2007","Q3","BUKIT TIMAH","2-RM",NA
"1497","2007","Q3","BUKIT TIMAH","3-RM",NA
"1498","2007","Q3","BUKIT TIMAH","4-RM",NA
"1499","2007","Q3","BUKIT TIMAH","5-RM",NA
"1500","2007","Q3","BUKIT TIMAH","EXEC",NA
"1501","2007","Q3","CENTRAL","1-RM",NA
"1502","2007","Q3","CENTRAL","2-RM",NA
"1503","2007","Q3","CENTRAL","3-RM",1200
"1504","2007","Q3","CENTRAL","4-RM",NA
"1505","2007","Q3","CENTRAL","5-RM",NA
"1506","2007","Q3","CENTRAL","EXEC",NA
"1507","2007","Q3","CHOA CHU KANG","1-RM",NA
"1508","2007","Q3","CHOA CHU KANG","2-RM",NA
"1509","2007","Q3","CHOA CHU KANG","3-RM",NA
"1510","2007","Q3","CHOA CHU KANG","4-RM",1330
"1511","2007","Q3","CHOA CHU KANG","5-RM",1480
"1512","2007","Q3","CHOA CHU KANG","EXEC",1750
"1513","2007","Q3","CLEMENTI","1-RM",NA
"1514","2007","Q3","CLEMENTI","2-RM",NA
"1515","2007","Q3","CLEMENTI","3-RM",1150
"1516","2007","Q3","CLEMENTI","4-RM",1400
"1517","2007","Q3","CLEMENTI","5-RM",NA
"1518","2007","Q3","CLEMENTI","EXEC",NA
"1519","2007","Q3","GEYLANG","1-RM",NA
"1520","2007","Q3","GEYLANG","2-RM",NA
"1521","2007","Q3","GEYLANG","3-RM",1200
"1522","2007","Q3","GEYLANG","4-RM",1430
"1523","2007","Q3","GEYLANG","5-RM",NA
"1524","2007","Q3","GEYLANG","EXEC",NA
"1525","2007","Q3","HOUGANG","1-RM",NA
"1526","2007","Q3","HOUGANG","2-RM",NA
"1527","2007","Q3","HOUGANG","3-RM",1120
"1528","2007","Q3","HOUGANG","4-RM",1300
"1529","2007","Q3","HOUGANG","5-RM",1600
"1530","2007","Q3","HOUGANG","EXEC",NA
"1531","2007","Q3","JURONG EAST","1-RM",NA
"1532","2007","Q3","JURONG EAST","2-RM",NA
"1533","2007","Q3","JURONG EAST","3-RM",1200
"1534","2007","Q3","JURONG EAST","4-RM",1250
"1535","2007","Q3","JURONG EAST","5-RM",1530
"1536","2007","Q3","JURONG EAST","EXEC",NA
"1537","2007","Q3","JURONG WEST","1-RM",NA
"1538","2007","Q3","JURONG WEST","2-RM",NA
"1539","2007","Q3","JURONG WEST","3-RM",1000
"1540","2007","Q3","JURONG WEST","4-RM",1250
"1541","2007","Q3","JURONG WEST","5-RM",1500
"1542","2007","Q3","JURONG WEST","EXEC",1650
"1543","2007","Q3","KALLANG/ WHAMPOA","1-RM",NA
"1544","2007","Q3","KALLANG/ WHAMPOA","2-RM",NA
"1545","2007","Q3","KALLANG/ WHAMPOA","3-RM",1180
"1546","2007","Q3","KALLANG/ WHAMPOA","4-RM",1400
"1547","2007","Q3","KALLANG/ WHAMPOA","5-RM",1700
"1548","2007","Q3","KALLANG/ WHAMPOA","EXEC",NA
"1549","2007","Q3","MARINE PARADE","1-RM",NA
"1550","2007","Q3","MARINE PARADE","2-RM",NA
"1551","2007","Q3","MARINE PARADE","3-RM",1250
"1552","2007","Q3","MARINE PARADE","4-RM",1700
"1553","2007","Q3","MARINE PARADE","5-RM",NA
"1554","2007","Q3","MARINE PARADE","EXEC",NA
"1555","2007","Q3","PASIR RIS","1-RM",NA
"1556","2007","Q3","PASIR RIS","2-RM",NA
"1557","2007","Q3","PASIR RIS","3-RM",NA
"1558","2007","Q3","PASIR RIS","4-RM",1300
"1559","2007","Q3","PASIR RIS","5-RM",1500
"1560","2007","Q3","PASIR RIS","EXEC",1800
"1561","2007","Q3","PUNGGOL","1-RM",NA
"1562","2007","Q3","PUNGGOL","2-RM",NA
"1563","2007","Q3","PUNGGOL","3-RM",NA
"1564","2007","Q3","PUNGGOL","4-RM",NA
"1565","2007","Q3","PUNGGOL","5-RM",1500
"1566","2007","Q3","PUNGGOL","EXEC",NA
"1567","2007","Q3","QUEENSTOWN","1-RM",NA
"1568","2007","Q3","QUEENSTOWN","2-RM",NA
"1569","2007","Q3","QUEENSTOWN","3-RM",1200
"1570","2007","Q3","QUEENSTOWN","4-RM",1600
"1571","2007","Q3","QUEENSTOWN","5-RM",1800
"1572","2007","Q3","QUEENSTOWN","EXEC",NA
"1573","2007","Q3","SEMBAWANG","1-RM",NA
"1574","2007","Q3","SEMBAWANG","2-RM",NA
"1575","2007","Q3","SEMBAWANG","3-RM",NA
"1576","2007","Q3","SEMBAWANG","4-RM",NA
"1577","2007","Q3","SEMBAWANG","5-RM",1500
"1578","2007","Q3","SEMBAWANG","EXEC",NA
"1579","2007","Q3","SENGKANG","1-RM",NA
"1580","2007","Q3","SENGKANG","2-RM",NA
"1581","2007","Q3","SENGKANG","3-RM",NA
"1582","2007","Q3","SENGKANG","4-RM",1380
"1583","2007","Q3","SENGKANG","5-RM",1600
"1584","2007","Q3","SENGKANG","EXEC",1730
"1585","2007","Q3","SERANGOON","1-RM",NA
"1586","2007","Q3","SERANGOON","2-RM",NA
"1587","2007","Q3","SERANGOON","3-RM",1050
"1588","2007","Q3","SERANGOON","4-RM",1500
"1589","2007","Q3","SERANGOON","5-RM",NA
"1590","2007","Q3","SERANGOON","EXEC",NA
"1591","2007","Q3","TAMPINES","1-RM",NA
"1592","2007","Q3","TAMPINES","2-RM",NA
"1593","2007","Q3","TAMPINES","3-RM",1200
"1594","2007","Q3","TAMPINES","4-RM",1500
"1595","2007","Q3","TAMPINES","5-RM",1600
"1596","2007","Q3","TAMPINES","EXEC",1850
"1597","2007","Q3","TOA PAYOH","1-RM",NA
"1598","2007","Q3","TOA PAYOH","2-RM",NA
"1599","2007","Q3","TOA PAYOH","3-RM",1100
"1600","2007","Q3","TOA PAYOH","4-RM",1500
"1601","2007","Q3","TOA PAYOH","5-RM",NA
"1602","2007","Q3","TOA PAYOH","EXEC",NA
"1603","2007","Q3","WOODLANDS","1-RM",NA
"1604","2007","Q3","WOODLANDS","2-RM",NA
"1605","2007","Q3","WOODLANDS","3-RM",1000
"1606","2007","Q3","WOODLANDS","4-RM",1250
"1607","2007","Q3","WOODLANDS","5-RM",1400
"1608","2007","Q3","WOODLANDS","EXEC",1600
"1609","2007","Q3","YISHUN","1-RM",NA
"1610","2007","Q3","YISHUN","2-RM",NA
"1611","2007","Q3","YISHUN","3-RM",1100
"1612","2007","Q3","YISHUN","4-RM",1200
"1613","2007","Q3","YISHUN","5-RM",1540
"1614","2007","Q3","YISHUN","EXEC",NA
"1615","2007","Q4","ANG MO KIO","1-RM",NA
"1616","2007","Q4","ANG MO KIO","2-RM",NA
"1617","2007","Q4","ANG MO KIO","3-RM",1250
"1618","2007","Q4","ANG MO KIO","4-RM",1500
"1619","2007","Q4","ANG MO KIO","5-RM",1600
"1620","2007","Q4","ANG MO KIO","EXEC",NA
"1621","2007","Q4","BEDOK","1-RM",NA
"1622","2007","Q4","BEDOK","2-RM",NA
"1623","2007","Q4","BEDOK","3-RM",1200
"1624","2007","Q4","BEDOK","4-RM",1400
"1625","2007","Q4","BEDOK","5-RM",1700
"1626","2007","Q4","BEDOK","EXEC",NA
"1627","2007","Q4","BISHAN","1-RM",NA
"1628","2007","Q4","BISHAN","2-RM",NA
"1629","2007","Q4","BISHAN","3-RM",NA
"1630","2007","Q4","BISHAN","4-RM",1600
"1631","2007","Q4","BISHAN","5-RM",1800
"1632","2007","Q4","BISHAN","EXEC",NA
"1633","2007","Q4","BUKIT BATOK","1-RM",NA
"1634","2007","Q4","BUKIT BATOK","2-RM",NA
"1635","2007","Q4","BUKIT BATOK","3-RM",1200
"1636","2007","Q4","BUKIT BATOK","4-RM",1350
"1637","2007","Q4","BUKIT BATOK","5-RM",1800
"1638","2007","Q4","BUKIT BATOK","EXEC",NA
"1639","2007","Q4","BUKIT MERAH","1-RM",NA
"1640","2007","Q4","BUKIT MERAH","2-RM",NA
"1641","2007","Q4","BUKIT MERAH","3-RM",1350
"1642","2007","Q4","BUKIT MERAH","4-RM",1800
"1643","2007","Q4","BUKIT MERAH","5-RM",1980
"1644","2007","Q4","BUKIT MERAH","EXEC",NA
"1645","2007","Q4","BUKIT PANJANG","1-RM",NA
"1646","2007","Q4","BUKIT PANJANG","2-RM",NA
"1647","2007","Q4","BUKIT PANJANG","3-RM",NA
"1648","2007","Q4","BUKIT PANJANG","4-RM",1500
"1649","2007","Q4","BUKIT PANJANG","5-RM",1600
"1650","2007","Q4","BUKIT PANJANG","EXEC",1900
"1651","2007","Q4","BUKIT TIMAH","1-RM",NA
"1652","2007","Q4","BUKIT TIMAH","2-RM",NA
"1653","2007","Q4","BUKIT TIMAH","3-RM",1150
"1654","2007","Q4","BUKIT TIMAH","4-RM",NA
"1655","2007","Q4","BUKIT TIMAH","5-RM",NA
"1656","2007","Q4","BUKIT TIMAH","EXEC",NA
"1657","2007","Q4","CENTRAL","1-RM",NA
"1658","2007","Q4","CENTRAL","2-RM",NA
"1659","2007","Q4","CENTRAL","3-RM",1300
"1660","2007","Q4","CENTRAL","4-RM",NA
"1661","2007","Q4","CENTRAL","5-RM",NA
"1662","2007","Q4","CENTRAL","EXEC",NA
"1663","2007","Q4","CHOA CHU KANG","1-RM",NA
"1664","2007","Q4","CHOA CHU KANG","2-RM",NA
"1665","2007","Q4","CHOA CHU KANG","3-RM",900
"1666","2007","Q4","CHOA CHU KANG","4-RM",1500
"1667","2007","Q4","CHOA CHU KANG","5-RM",1700
"1668","2007","Q4","CHOA CHU KANG","EXEC",1800
"1669","2007","Q4","CLEMENTI","1-RM",NA
"1670","2007","Q4","CLEMENTI","2-RM",NA
"1671","2007","Q4","CLEMENTI","3-RM",1300
"1672","2007","Q4","CLEMENTI","4-RM",1500
"1673","2007","Q4","CLEMENTI","5-RM",NA
"1674","2007","Q4","CLEMENTI","EXEC",NA
"1675","2007","Q4","GEYLANG","1-RM",NA
"1676","2007","Q4","GEYLANG","2-RM",NA
"1677","2007","Q4","GEYLANG","3-RM",1200
"1678","2007","Q4","GEYLANG","4-RM",1500
"1679","2007","Q4","GEYLANG","5-RM",NA
"1680","2007","Q4","GEYLANG","EXEC",NA
"1681","2007","Q4","HOUGANG","1-RM",NA
"1682","2007","Q4","HOUGANG","2-RM",NA
"1683","2007","Q4","HOUGANG","3-RM",1200
"1684","2007","Q4","HOUGANG","4-RM",1600
"1685","2007","Q4","HOUGANG","5-RM",1500
"1686","2007","Q4","HOUGANG","EXEC",NA
"1687","2007","Q4","JURONG EAST","1-RM",NA
"1688","2007","Q4","JURONG EAST","2-RM",NA
"1689","2007","Q4","JURONG EAST","3-RM",1200
"1690","2007","Q4","JURONG EAST","4-RM",1400
"1691","2007","Q4","JURONG EAST","5-RM",1650
"1692","2007","Q4","JURONG EAST","EXEC",NA
"1693","2007","Q4","JURONG WEST","1-RM",NA
"1694","2007","Q4","JURONG WEST","2-RM",NA
"1695","2007","Q4","JURONG WEST","3-RM",1200
"1696","2007","Q4","JURONG WEST","4-RM",1450
"1697","2007","Q4","JURONG WEST","5-RM",1600
"1698","2007","Q4","JURONG WEST","EXEC",1800
"1699","2007","Q4","KALLANG/ WHAMPOA","1-RM",NA
"1700","2007","Q4","KALLANG/ WHAMPOA","2-RM",NA
"1701","2007","Q4","KALLANG/ WHAMPOA","3-RM",1300
"1702","2007","Q4","KALLANG/ WHAMPOA","4-RM",1600
"1703","2007","Q4","KALLANG/ WHAMPOA","5-RM",NA
"1704","2007","Q4","KALLANG/ WHAMPOA","EXEC",NA
"1705","2007","Q4","MARINE PARADE","1-RM",NA
"1706","2007","Q4","MARINE PARADE","2-RM",NA
"1707","2007","Q4","MARINE PARADE","3-RM",1380
"1708","2007","Q4","MARINE PARADE","4-RM",NA
"1709","2007","Q4","MARINE PARADE","5-RM",NA
"1710","2007","Q4","MARINE PARADE","EXEC",NA
"1711","2007","Q4","PASIR RIS","1-RM",NA
"1712","2007","Q4","PASIR RIS","2-RM",NA
"1713","2007","Q4","PASIR RIS","3-RM",NA
"1714","2007","Q4","PASIR RIS","4-RM",1600
"1715","2007","Q4","PASIR RIS","5-RM",1800
"1716","2007","Q4","PASIR RIS","EXEC",1750
"1717","2007","Q4","PUNGGOL","1-RM",NA
