District.,Address.,Bathrooms.,Bedrooms.,Built.Year.,Developer.,Property.Name.,nearest_mrt_name,neighbourhood,PSF.,Property.Type.,Asking.,Area.Builtup,Area.Land,Tenure.,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,Furnish.,Floor.Description,overlooking_view,facing,is_HDB
 D16 - Bedok / Upper East Coast ,7 Bedok Reservoir View,2,2,2002,First Bedok Land Pte Ltd (First Capital Corporation Group),Aquarius By The Park,NA,Bedok,4.1,Condominium,4500,1097,NA,99 Years,720,35,42,39,"2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,18 Bedok North Drive,3,3,2015,Brilliance Residential (1) Pte Ltd,Bedok Residences,Bedok MRT,Bedok,5.98,Condominium,6500,1087,NA,99 Years,583,31,32,24,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,62 Bayshore Road,2,1,1986,Ocean Front Pte Ltd,Bayshore Park,NA,Bedok,3.72,Condominium,4000,1076,NA,99 Years,1093,41,46,40,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,806 Bedok Reservoir Road,3,2,2006,Bedok Properties Pte Ltd,Baywater,NA,Bedok,4.31,Condominium,4500,1044,NA,99 Years,232,34,40,38,"2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,806 Bedok Reservoir Road,3,2,2006,Bedok Properties Pte Ltd,Baywater,NA,Bedok,4.5,Condominium,4699,1044,NA,99 Years,232,34,40,38,"2, 3, 4 BR",Fully,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,812 Bedok Reservoir Road,3,2,2006,Bedok Properties Pte Ltd,Baywater,NA,Bedok,4.36,Condominium,4500,1033,NA,99 Years,232,34,40,38,"2, 3, 4 BR",Fully,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,2 Bedok Rise,3,3,2017,NA,The Glades,Tanah Merah MRT,Bedok,5.18,Condominium,5300,1023,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,249 Bedok South Avenue 3,2,3,2017,"Far East Organization,Frasers Centrepoint,Sekisui House",Eco,Tanah Merah MRT,Bedok,4.89,Condominium,5000,1022,NA,99 Years,748,33,38,30,"Studio, 1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,22 Bayshore Road,2,2,1996,Bayshore Park Pte Ltd (Far East Organization),The Bayshore,NA,Bedok,4.12,Condominium,4200,1020,NA,99 Years,1038,47,48,42,"2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,712 Upper Changi Road East,2,2,2001,Allgreen Properties Ltd,Changi Green,NA,Tampines,4,Condominium,4000,1001,NA,Freehold,256,24,48,40,"2, 3 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,180 Bedok North Road,2,3,2006,HDB,Vista 8,Tanah Merah MRT,Bedok,3.7,HDB 4 Rooms,3699,1000,NA,99 Years,NA,30,40,32,"1, 2, 3, 4, 5 BR",Fully,NA,NA,NA,Yes
 D16 - Bedok / Upper East Coast ,41A Bedok Ria Crescent,2,2,1998,First Changi Development Pte Ltd (First Capital Corporation),Stratford Court,Tanah Merah MRT,Bedok,4.34,Condominium,4300,990,NA,99 Years,268,27,40,32,"2, 3 BR",Fully,Low,NA,NA,No
 D16 - Bedok / Upper East Coast ,62 Bayshore Road,2,2,1986,Ocean Front Pte Ltd,Bayshore Park,NA,Bedok,4.27,Condominium,4000,936,NA,99 Years,1093,41,46,40,"Studio, 1, 2, 3, 4 BR",Partial,Mid,NA,NA,No
 D16 - Bedok / Upper East Coast ,50 Bayshore Road,2,2,1986,Ocean Front Pte Ltd,Bayshore Park,NA,Bedok,4.81,Condominium,4500,936,NA,99 Years,1093,41,46,40,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,494 Upper East Coast Road,2,3,2021,Oxley Holdings,Sea Pavilion Residences,NA,Bedok,5.62,Condominium,5080,904,NA,Freehold,24,45,47,40,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,494 Upper East Coast Road,2,3,2021,Oxley Holdings,Sea Pavilion Residences,NA,Bedok,5.62,Condominium,5080,904,NA,Freehold,24,45,47,40,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,494 Upper East Coast Road,2,3,2021,Oxley Holdings,Sea Pavilion Residences,NA,Bedok,5.42,Condominium,4900,904,NA,Freehold,24,45,47,40,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,494 Upper East Coast Road,2,3,2021,Oxley Holdings,Sea Pavilion Residences,NA,Bedok,5.42,Condominium,4900,904,NA,Freehold,24,45,47,40,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,271 Bedok South Avenue 3,2,2,2017,"Far East Organization,Frasers Centrepoint,Sekisui House",Eco,Tanah Merah MRT,Bedok,4.93,Condominium,4400,893,NA,99 Years,748,33,38,30,"Studio, 1, 2, 3, 4, 5 BR",Partial,Mid,NA,North,No
 D16 - Bedok / Upper East Coast ,523 Bedok Reservoir Road,2,2,2016,United Venture Development (Bedok) Pte Ltd,Archipelago,NA,Bedok,5.43,Condominium,4500,829,NA,99 Years,577,38,36,40,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,416 Bedok North Avenue 2,2,2,1979,HDB,Garden Hill,Bedok MRT,Bedok,4.05,HDB 3 Rooms,3180,786,NA,99 Years,NA,40,37,29,"Studio, 2, 3 BR",NA,NA,NA,NA,Yes
 D16 - Bedok / Upper East Coast ,568 Upper East Coast Road,2,2,1999,Wing Fong Development Pte Ltd (Torie Group),The Daffodil,NA,Bedok,5.18,Apartment,3900,753,NA,Freehold,65,44,48,42,2 BR,NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,419 Bedok North Street 1,2,2,1979,HDB,Garden Hill,Bedok MRT,Bedok,3.73,HDB 3 Rooms,2800,750,NA,99 Years,NA,38,35,27,"Studio, 2, 3 BR",NA,NA,NA,NA,Yes
 D16 - Bedok / Upper East Coast ,50 Chai Chee Street,2,2,1981,HDB,Chai Chee Gardens,NA,Bedok,3.83,HDB 3 Rooms,2800,731,NA,99 Years,NA,48,45,37,"2, 3, 4 BR",Fully,High,NA,North,Yes
 D16 - Bedok / Upper East Coast ,100 Bedok North Avenue 4,2,2,1978,HDB,Pearl Garden,NA,Bedok,4.16,HDB 2 Rooms,2999,721,NA,99 Years,NA,40,47,39,"1, 2, 3 BR",Fully,NA,NA,NA,Yes
 D16 - Bedok / Upper East Coast ,6 Bedok Rise,2,2,2017,NA,The Glades,Tanah Merah MRT,Bedok,6.66,Condominium,4800,721,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,84 Tanah Merah Kechil Avenue,1,2,2012,Tid Pte Ltd,Optima @ Tanah Merah,Tanah Merah MRT,Bedok,5.71,Condominium,4000,700,NA,99 Years,297,28,34,26,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,37 Chai Chee Avenue,2,2,1975,HDB,Ansar Garden,Bedok MRT,Bedok,4,HDB 3 Rooms,2800,700,NA,99 Years,NA,34,36,28,"Studio, 2, 3, 4 BR",NA,NA,NA,NA,Yes
 D16 - Bedok / Upper East Coast ,30 New Upper Changi Road,2,2,1977,NA,30 New Upper Changi Road,Bedok MRT,Bedok,4.72,HDB 3 Rooms,3300,699,NA,NA,233,32,39,31,NA,Fully,High,NA,South,Yes
 D16 - Bedok / Upper East Coast ,20 Bedok Rise,2,2,2017,NA,The Glades,Tanah Merah MRT,Bedok,6.15,Condominium,4100,667,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",Fully,NA,NA,South,No
 D16 - Bedok / Upper East Coast ,14 Bedok North Drive,2,2,2015,Brilliance Residential (1) Pte Ltd,Bedok Residences,Bedok MRT,Bedok,6.75,Condominium,4500,667,NA,99 Years,583,31,32,24,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,20 Bedok Rise,2,2,2017,NA,The Glades,Tanah Merah MRT,Bedok,6.3,Condominium,4200,667,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",Fully,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,14 Bedok North Drive,1,2,2015,Brilliance Residential (1) Pte Ltd,Bedok Residences,Bedok MRT,Bedok,6.85,Condominium,4500,657,NA,99 Years,583,31,32,24,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,736 Bedok Reservoir Road,1,1,2015,Fraser Centrepoint Homes,Waterfront Isle,NA,Bedok,5.43,Condominium,3450,635,NA,99 Years,561,35,38,40,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,1 Bedok South Avenue 3,2,2,2020,CEL Residential Development Pte. Ltd.,Grandeur Park Residences,Tanah Merah MRT,Bedok,6.41,Condominium,4000,624,NA,99 Years,722,30,35,27,"Studio, 1, 2, 3, 4, 5 BR",Partial,High,NA,NA,No
 D16 - Bedok / Upper East Coast ,249 Bedok South Avenue 3,1,1,2017,"Far East Organization,Frasers Centrepoint,Sekisui House",Eco,Tanah Merah MRT,Bedok,5.54,Condominium,3400,614,NA,99 Years,748,33,38,30,"Studio, 1, 2, 3, 4, 5 BR",Fully,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,3 Bedok South Avenue 3,1,2,2020,CEL Residential Development Pte. Ltd.,Grandeur Park Residences,Tanah Merah MRT,Bedok,8.04,Condominium,4500,560,NA,99 Years,722,30,35,27,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,271 Bedok South Avenue 3,1,1,2017,"Far East Organization,Frasers Centrepoint,Sekisui House",Eco,Tanah Merah MRT,Bedok,6.38,Condominium,3500,549,NA,99 Years,748,33,38,30,"Studio, 1, 2, 3, 4, 5 BR",NA,Mid,NA,North,No
 D16 - Bedok / Upper East Coast ,14 Bedok North Drive,1,1,2015,Brilliance Residential (1) Pte Ltd,Bedok Residences,Bedok MRT,Bedok,6.77,Condominium,3500,517,NA,99 Years,583,31,32,24,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,24 Bedok North Drive,1,1,2015,Brilliance Residential (1) Pte Ltd,Bedok Residences,Bedok MRT,Bedok,6.77,Condominium,3500,517,NA,99 Years,583,31,32,24,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,16 Bedok North Drive,1,1,2015,Brilliance Residential (1) Pte Ltd,Bedok Residences,Bedok MRT,Bedok,6.96,Condominium,3600,517,NA,99 Years,583,31,32,24,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,10 Bedok Rise,1,1,2017,NA,The Glades,Tanah Merah MRT,Bedok,7.23,Condominium,3500,484,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,2 Bedok Rise,1,1,2017,NA,The Glades,Tanah Merah MRT,Bedok,7.23,Condominium,3499,484,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,18 Bedok Rise,1,1,2017,NA,The Glades,Tanah Merah MRT,Bedok,7.4,Condominium,3500,473,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,12 Bedok Rise,1,1,2017,NA,The Glades,Tanah Merah MRT,Bedok,7.74,Condominium,3500,452,NA,99 Years,726,30,36,28,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,494 Upper East Coast Road,1,1,2021,Oxley Holdings,Sea Pavilion Residences,NA,Bedok,7.3,Condominium,3300,452,NA,Freehold,24,45,47,40,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,16 Tanah Merah Kechil Link,1,1,2016,Bayfront Realty Pte Ltd,Urban Vista,Tanah Merah MRT,Bedok,6.8,Condominium,3000,441,NA,99 Years,582,29,35,27,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,2 Jalan Tiga Ratus,1,2,1994,Tropicana Development Pte Ltd,Tropicana Condominium,Expo MRT,Tampines,7.27,Condominium,2400,330,NA,999 Years,40,25,46,38,"2, 3 BR",Fully,NA,NA,East,No
 D16 - Bedok / Upper East Coast ,22 Tanah Merah Kechil Link,1,1,2016,Bayfront Realty Pte Ltd,Urban Vista,Tanah Merah MRT,Bedok,8.33,Condominium,2500,300,NA,99 Years,582,29,35,27,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D16 - Bedok / Upper East Coast ,131 Bedok North Avenue 3,1,1,1978,NA,131 Bedok North Avenue 3,Bedok MRT,Bedok,8,HDB 4 Rooms,1200,150,NA,NA,151,33,43,35,NA,Fully,NA,NA,NA,Yes
 D17 - Changi Airport / Changi Village ,Toh Heights,5,6,2013,NA,Toh Estate,NA,Pasir Ris,31.9,Detached,18500,7670,580,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,4,6,2013,NA,Toh Estate,NA,Pasir Ris,3.1,Detached,18000,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,3.19,Detached,18500,7670,5799,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,2.41,Detached,18500,7670,NA,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,7,6,2013,NA,Toh Estate,NA,Pasir Ris,2.35,Detached,18000,7670,NA,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2002,Tuan Huat Investment Co. Pte Ltd (Springleaf Homes),Changi Heights,NA,Pasir Ris,2.35,Detached,18000,7670,NA,Freehold,60,39,59,51,"Studio, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,8,6,2013,NA,Toh Estate,NA,Pasir Ris,3.1,Detached,18000,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,3.19,Detached,18500,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,2.56,Detached,14828,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,3.1,Detached,18000,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,7,6,2013,NA,Toh Estate,NA,Pasir Ris,3.19,Detached,18500,7670,5799,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,3.19,Detached,18500,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,2.41,Detached,18500,7670,NA,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,3.12,Detached,18118,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,6,6,2013,NA,Toh Estate,NA,Pasir Ris,3.1,Detached,18000,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,7,6,2013,NA,Toh Estate,NA,Pasir Ris,3.1,Detached,18000,7670,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,5,6,2013,NA,Toh Estate,NA,Pasir Ris,3.09,Detached,17900,7660,5800,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Toh Heights,7,7,2013,NA,Toh Estate,NA,Pasir Ris,3.1,Detached,18000,5800,NA,Freehold,NA,40,60,53,"1, 2, 4, 5, 6, 7 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,Jalan Loyang Besar,5,5,1989,NA,Loyang Green,NA,Pasir Ris,4.59,Terrace,17800,5600,3880,999 Years,14,49,62,54,"5, 6 BR",Fully,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,222 Loyang Avenue,3,3,1985,Loyang Valley Pte Ltd,Loyang Valley,NA,Pasir Ris,4.27,Condominium,8000,1873,NA,99 Years,362,32,57,49,"2, 3 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,83 Flora Drive,3,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,3.77,Condominium,6000,1593,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,83 Flora Drive,3,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,3.77,Condominium,6000,1593,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,71 Flora Drive,4,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,5.07,Condominium,7800,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,83 Flora Drive,4,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,3.9,Condominium,6000,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Partial,Ground,NA,North,No
 D17 - Changi Airport / Changi Village ,85 Flora Drive,4,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,3.83,Condominium,5900,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,83 Flora Drive,4,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,3.83,Condominium,5900,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Partial,NA,NA,North,No
 D17 - Changi Airport / Changi Village ,87 Flora Drive,4,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,5.2,Condominium,8000,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,85 Flora Drive,3,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,4.22,Condominium,6500,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Partial,Ground,NA,NA,No
 D17 - Changi Airport / Changi Village ,71 Flora Drive,7,4,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,5,Condominium,7700,1539,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,6 Flora Road,4,4,1996,Tripartite Developers Pte Ltd,Azalea Park Condominium,Pasir Ris East MRT,Pasir Ris,3.32,Condominium,5000,1507,NA,999 Years,316,24,48,47,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,224 Loyang Avenue,2,2,1985,Loyang Valley Pte Ltd,Loyang Valley,NA,Pasir Ris,1.33,Condominium,2000,1500,NA,99 Years,362,32,57,49,"2, 3 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,78 Flora Road,3,3,2014,Tripartite Developers Pte Ltd,The Gale,NA,Pasir Ris,3.69,Condominium,5000,1356,NA,Freehold,329,35,55,50,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,2 Flora Drive,3,3,2003,Tripartite Developers Pte Ltd,Carissa Park Condominium,NA,Pasir Ris,3.78,Condominium,5000,1324,NA,Freehold,528,26,50,49,"1, 2, 3, 4, 5 BR",Partial,NA,NA,North East,No
 D17 - Changi Airport / Changi Village ,2 Flora Drive,3,3,2003,Tripartite Developers Pte Ltd,Carissa Park Condominium,NA,Pasir Ris,3.63,Condominium,4500,1238,NA,Freehold,528,26,50,49,"1, 2, 3, 4, 5 BR",Fully,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,8 Flora Drive,3,3,2010,Tripartite Developers Pte Ltd,Ferraria Park Condominium,NA,Pasir Ris,3.77,Condominium,4500,1195,NA,Freehold,475,32,51,50,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,32 Flora Drive,2,3,2015,Fraser Centrepoint Homes,Palm Isles,NA,Pasir Ris,4.38,Condominium,4900,1119,NA,99 Years,429,38,58,51,"1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,156 Mariam Way,2,2,2000,Tripartite Developers Pte Ltd (Hong Leong Holdings Ltd),Ballota Park Condominium,NA,Pasir Ris,4.29,Condominium,4250,990,NA,Freehold,365,36,55,49,"2, 3, 4 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,156 Mariam Way,2,2,2000,Tripartite Developers Pte Ltd (Hong Leong Holdings Ltd),Ballota Park Condominium,NA,Pasir Ris,4.29,Condominium,4250,990,NA,Freehold,365,36,55,49,"2, 3, 4 BR",Partial,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,205 Jalan Loyang Besar,2,2,2010,Novelty Capital Pte Ltd,Bluwaters 2,NA,Pasir Ris,3.13,Condominium,3000,958,NA,946 Years,71,50,62,54,"2, 3 BR",Fully,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,19 Flora Road,2,2,1995,Bonsel Development Pte Ltd,Avila Gardens,NA,Pasir Ris,4.14,Condominium,3700,893,NA,Freehold,347,35,55,50,"Studio, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,102 Flora Road,2,1,2006,Tripartite Developers Pte Ltd,Edelweiss Park Condominium,NA,Pasir Ris,3.99,Condominium,3300,828,NA,Freehold,517,36,55,49,"Studio, 1, 2, 3, 5, 6 BR",Fully,Ground,NA,North,No
 D17 - Changi Airport / Changi Village ,86 Flora Road,2,1,2006,Tripartite Developers Pte Ltd,Edelweiss Park Condominium,NA,Pasir Ris,3.86,Condominium,3200,828,NA,Freehold,517,36,55,49,"Studio, 1, 2, 3, 5, 6 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,63 Flora Drive,2,2,2017,Tripartite Developers Pte. Limited,The Inflora,NA,Pasir Ris,4.46,Condominium,3650,818,NA,99 Years,396,37,57,51,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,67 Flora Drive,2,2,2017,Tripartite Developers Pte. Limited,The Inflora,NA,Pasir Ris,4.71,Condominium,3500,743,NA,99 Years,396,37,57,51,"1, 2, 3, 4 BR",Partial,Mid,NA,NA,No
 D17 - Changi Airport / Changi Village ,75 Jalan Loyang Besar,2,2,2021,SL Capital (4) Pte Ltd (Sustained Land Pte Ltd),Casa Al Mare,NA,Pasir Ris,5.38,Condominium,4000,743,NA,Freehold,49,39,59,51,"1, 2, 3, 5 BR",Partial,Ground,NA,NA,No
 D17 - Changi Airport / Changi Village ,56 Flora Drive,2,2,2015,Koh Brothers,Parc Olympia,NA,Pasir Ris,5.16,Condominium,3600,698,NA,99 Years,486,36,56,49,"1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,45 Jalan Loyang Besar,1,2,1999,Keppel Corporation Ltd,Celadon View,NA,Pasir Ris,4.87,Condominium,3300,678,NA,999 Years,27,40,60,52,"2, 3 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,27 Flora Road,1,1,1999,Bonsel Development Pte Ltd (Trade & Industrial Development),Estella Gardens,NA,Pasir Ris,4.33,Condominium,2850,658,NA,Freehold,350,35,55,50,"1, 2, 3 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,21 Flora Road,1,1,1999,Bonsel Development Pte Ltd (Trade & Industrial Development),Estella Gardens,NA,Pasir Ris,4.34,Condominium,2850,656,NA,Freehold,350,35,55,50,"1, 2, 3 BR",Fully,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,11 Flora Road,1,1,1995,Bonsel Development Pte Ltd,Avila Gardens,NA,Pasir Ris,4.8,Condominium,2900,604,NA,Freehold,347,35,55,50,"Studio, 2, 3, 4 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,75 Flora Drive,1,1,2014,Tripartite Developers Pte Ltd,Hedges Park Condominium,NA,Pasir Ris,5.77,Condominium,2800,485,NA,99 Years,501,36,55,49,"1, 2, 3, 4 BR",Fully,High,Greenery view,NA,No
 D17 - Changi Airport / Changi Village ,201 Jalan Loyang Besar,1,1,1997,Tat Lee Bank Land Limited,Casa Pasir Ris,NA,Pasir Ris,7.86,Condominium,3300,420,NA,946 Years,58,48,61,53,"Studio, 1, 2, 3 BR",NA,NA,NA,NA,No
 D17 - Changi Airport / Changi Village ,201 Jalan Loyang Besar,1,1,1997,Tat Lee Bank Land Limited,Casa Pasir Ris,NA,Pasir Ris,7.86,Condominium,3300,420,NA,946 Years,58,48,61,53,"Studio, 1, 2, 3 BR",NA,NA,NA,NA,No
 D18 - Pasir Ris / Tampines ,95 Tampines Avenue 1,4,4,2014,Sim Lian Group Limited,Waterview,NA,Tampines,2.41,Condominium,9999,4155,NA,99 Years,696,36,38,43,"2, 3, 4, 5, 6 BR",NA,NA,NA,NA,No
 D18 - Pasir Ris / Tampines ,93 Tampines Avenue 1,5,5,2014,Sim Lian Group Limited,Waterview,NA,Tampines,2.86,Condominium,10800,3778,NA,99 Years,696,36,38,43,"2, 3, 4, 5, 6 BR",Fully,High,NA,NA,No
