District.,Address.,Bathrooms.,Bedrooms.,Built.Year.,Developer.,Property.Name.,nearest_mrt_name,neighbourhood,PSF.,Property.Type.,Asking.,Area.Builtup,Area.Land,Tenure.,total_units,travel_time_changi,travel_time_orchard,travel_time_raffles,unit_types,Furnish.,Floor.Description,overlooking_view,facing,is_HDB
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.63,Condominium,5500,829,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,912 Sims Avenue,2,3,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.63,Condominium,5500,829,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7,Condominium,5800,829,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,2,3,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7,Condominium,5800,829,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,2,2,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.07,Condominium,6600,818,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,2,2,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.14,Condominium,6660,818,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,2,2,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.14,Condominium,6660,818,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",Fully,Mid,NA,East,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,1,2,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.55,Condominium,6990,818,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",Fully,Mid,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,2,2,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.14,Condominium,6660,818,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,2,2,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.54,Condominium,6989,818,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,13 Lorong 41 Geylang,2,2,2014,NA,Lotus at Paya Lebar (West Wing),Paya Lebar MRT,Geylang,8.07,Condominium,6600,818,NA,Freehold,47,44,28,20,"Studio, 1, 2, 3, 4 BR",Fully,High,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,17 Lorong 41 Geylang,2,2,2014,NA,Lotus at Paya Lebar (West Wing),Paya Lebar MRT,Geylang,8.14,Condominium,6660,818,NA,Freehold,47,44,28,20,"Studio, 1, 2, 3, 4 BR",Fully,NA,City view,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,48 Lengkong Tujoh,2,2,2014,Hoi Hup Sunway Property Pte Ltd,Vacanza @ East,Kembangan MRT,Bedok,5.58,Condominium,4500,807,NA,Freehold,473,46,44,38,"1, 2, 3, 4 BR",Fully,High,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.84,Condominium,5300,775,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,9 Geylang East Avenue 1,2,3,2018,NA,TRE Residences,Aljunied MRT,Geylang,6.28,Condominium,4800,764,NA,99 Years,250,44,25,17,"Studio, 1, 2, 3, 4 BR",Partial,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.44,Condominium,5600,753,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.3,Condominium,5500,753,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,16 Eunos Crescent,1,2,1977,NA,16 Eunos Crescent,Eunos MRT,Geylang,5.31,HDB 3 Rooms,4000,753,NA,NA,153,41,30,22,NA,NA,NA,NA,NA,Yes
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.59,Condominium,4900,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.13,Condominium,5300,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,Mid,NA,North,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,NA,NA,South East,No
 D14 - Eunos / Geylang / Paya Lebar ,914 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7,Condominium,5200,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7,Condominium,5200,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,914 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.4,Condominium,5500,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,914 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.46,Condominium,4800,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,Low,NA,North,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,914 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.4,Condominium,5500,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.46,Condominium,4800,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.81,Condominium,5800,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.46,Condominium,4800,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.46,Condominium,4800,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,914 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.4,Condominium,5500,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,High,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,4999,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.4,Condominium,5500,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,910 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.73,Condominium,5000,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.13,Condominium,5300,743,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.74,Condominium,5000,742,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Fully,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.14,Condominium,5300,742,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,11 Paya Lebar Road,1,1,2014,NA,Lotus at Paya Lebar (East Wing),Paya Lebar MRT,Geylang,8.17,Condominium,6010,736,NA,Freehold,99,43,27,19,"Studio, 1, 2, 3, 4 BR",Partial,High,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,108 Aljunied Crescent,2,2,1982,HDB,Geylang East,Aljunied MRT,Geylang,5.31,HDB 3 Rooms,3888,732,NA,99 Years,NA,46,27,19,"2, 3, 4, 5 BR",NA,NA,NA,NA,Yes
 D14 - Eunos / Geylang / Paya Lebar ,8 Jalan Ayer,2,2,2014,Aston Capital Pte. Ltd.,Studio8,Kallang MRT,Kallang,4.92,Condominium,3599,732,NA,Freehold,35,45,21,13,"Studio, 1, 2 BR",Fully,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.43,Condominium,5200,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.14,Condominium,5000,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,8,Condominium,5600,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.43,Condominium,5200,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7,Condominium,4900,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,7 Geylang East Avenue 1,2,2,2018,NA,TRE Residences,Aljunied MRT,Geylang,6.55,Condominium,4588,700,NA,99 Years,250,44,25,17,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,1,3,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,10,Condominium,7000,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.86,Condominium,5500,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.14,Condominium,5000,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.86,Condominium,5500,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.86,Condominium,5500,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,Ground,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.14,Condominium,5000,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.43,Condominium,5200,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.57,Condominium,5300,700,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,High,Pool view,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,5.94,Condominium,4150,699,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,6 Paya Lebar Road,2,2,2020,"Roma Central Pte Ltd,Milano Central Pte Ltd,Verona Central Pte Ltd",Park Place Residences at Plq,Paya Lebar MRT,Geylang,7.23,Condominium,4900,678,NA,99 Years,429,41,26,18,"Studio, 1, 2, 3 BR",Partial,Mid,Greenery view,South West,No
 D14 - Eunos / Geylang / Paya Lebar ,6 Paya Lebar Road,2,2,2020,"Roma Central Pte Ltd,Milano Central Pte Ltd,Verona Central Pte Ltd",Park Place Residences at Plq,Paya Lebar MRT,Geylang,7.5,Condominium,5000,667,NA,99 Years,429,41,26,18,"Studio, 1, 2, 3 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,2 Sims Drive,1,2,2017,GuocoLand Limited,Sims Urban Oasis,Aljunied MRT,Geylang,6.3,Condominium,4200,667,NA,99 Years,1024,47,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,17 Lorong 41 Geylang,1,1,2014,NA,Lotus at Paya Lebar (West Wing),Paya Lebar MRT,Geylang,8.29,Condominium,5530,667,NA,Freehold,47,44,28,20,"Studio, 1, 2, 3, 4 BR",Partial,Ground,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,3 Lengkong Empat,1,1,2005,SB Development Pte Ltd,Grosvenor View,Kembangan MRT,Bedok,4.57,Condominium,3000,657,NA,Freehold,93,48,43,37,"1, 2, 3 BR",Fully,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,2,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.96,Condominium,5200,653,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.56,Condominium,4800,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.4,Condominium,4700,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,902 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,8.19,Condominium,5200,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Unfurnished,Ground,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.24,Condominium,4600,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.56,Condominium,4800,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.77,Condominium,4300,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.87,Condominium,5000,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,914 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.87,Condominium,5000,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,910 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.56,Condominium,4800,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.87,Condominium,5000,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.61,Condominium,4200,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.38,Condominium,4688,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,900 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,9.13,Condominium,5800,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.4,Condominium,4699,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,High,NA,South,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.61,Condominium,4200,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,916 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,8.35,Condominium,5300,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.56,Condominium,4800,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,908 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,6.61,Condominium,4200,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,910 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.09,Condominium,4500,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,904 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.56,Condominium,4800,635,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,16 Jalan Masjid,2,2,2011,Asimont Properties Pte Ltd,Kembangan Suites,Kembangan MRT,Bedok,6.73,Condominium,4200,624,NA,Freehold,68,35,28,20,"1, 2 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,1 Lorong 24 Geylang,2,2,2015,NA,# 1 Loft,Aljunied MRT,Geylang,5.77,Apartment,3600,624,NA,Freehold,80,47,28,20,"Studio, 1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.69,Condominium,4800,624,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,Ground,NA,North,No
 D14 - Eunos / Geylang / Paya Lebar ,10 Sims Drive,1,2,2017,GuocoLand Limited,Sims Urban Oasis,Aljunied MRT,Geylang,6.41,Condominium,4000,624,NA,99 Years,1024,47,28,20,"Studio, 1, 2, 3, 4, 5 BR",Partial,High,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,82 Dakota Crescent,1,1,2013,UOL Group Limited,Waterbank At Dakota,Dakota MRT,Geylang,6.73,Condominium,4200,624,NA,99 Years,616,49,29,24,"1, 2, 3, 4 BR",Fully,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,82 Dakota Crescent,1,1,2013,UOL Group Limited,Waterbank At Dakota,Dakota MRT,Geylang,6.73,Condominium,4200,624,NA,99 Years,616,49,29,24,"1, 2, 3, 4 BR",NA,NA,NA,NA,No
 D14 - Eunos / Geylang / Paya Lebar ,906 Sims Avenue,1,2,2022,MCL Land Limited,Parc Esta,Eunos MRT,Geylang,7.46,Condominium,4500,603,NA,99 Years,1399,37,28,20,"Studio, 1, 2, 3, 4, 5 BR",NA,NA,NA,NA,No
